63511	(shin tu) bstan pa	8.0	odd4;mixed8
63503	(shin tu) ston to	8.0	odd4;mixed8
63493	(shin tu) nye bar gnas pa	8.0	odd4;mixed8
63426	shing bzo bas grub pa thob pa('i gtam rgyud)	8.0	odd4;mixed11
63163	~~ser ches pa	8.0	odd4;mixed10
63092	gang dang gang du 'gro ba de (dang de) logs su	8.0	odd4;mixed8
62686	tshigs su bcad pa gcig tsam ~~te ~~nas kyang mi spong na	8.0	odd4;mixed9
62450	lam grogs (kyi tshogs)	8.0	odd4;mixed11
62332	lag pa'i sor mo zlum por 'dzes pa ('jas pa)	8.0	odd4;mixed8
62297	~~(zhes bya ba) 'jig rten gsum 'dul ba'i rgyud	8.0	odd4;mixed10
62283	lag na dgra (dgra cha) sta thogs pa la chos mi bshad	8.0	odd4;mixed9
62269	lag can (dgon pa pa)	8.0	odd4;mixed8
61977	rung bar [byas	8.0	odd4;mixed8
61791	nor bu ~~ beeDUrya	8.0	odd4;mixed10
61773	rin chen 'od bzhin (du) kun tu zer (gzer) gtong	8.0	odd4;mixed10
61731	rin chen mtho(n pa)	8.0	odd4;mixed9
61703	rin chen bkra shis (dpal bzang po)	8.0	odd4;mixed8
61596	rigs [mthun	8.0	odd4;mixed12
61422	ri dvags aee Ne ya	8.0	odd4;mixed8
61406	ri dvags skyes (ma)	8.0	odd4;mixed9
61295	~~ra gshegs (pa)	8.0	odd4;mixed8
61253	ri('i) rab (po)	8.0	odd4;mixed10
61189	rab tu 'od gsal (zhing dang ba)	8.0	odd4;mixed9
61165	~~rnam par gdon mi za ba'i (')cho 'phrul bstan pa	8.0	odd4;mixed12
61128	~~ra grags (pa)	8.0	odd4;mixed8
60958	(rab tu sgrog pa'i) brug sgra	8.0	odd4;mixed9
60805	(rang bzhin) gnyis kyi dngos	8.0	odd4;mixed11
60679	~~gis 'gag(s) pa	8.0	odd4;mixed12
60630	g-yos g-yo ba	8.0	odd4;mixed9
60624	g-yobs g-yob pa	8.0	odd4;mixed11
60610	g-yogs g-yog pa	8.0	odd4;mixed11
60592	g-yo ba dang mi g-yo ba	8.0	odd4;mixed8
60573	g-yengs g-yeng ba	8.0	odd4;mixed13
60530	g-yas g-yon du lta ba	8.0	odd4;mixed10
60438	~~gzi brjid dpal	8.0	odd4;mixed10
60334	~~(ra bya ba)	8.0	odd4;mixed8
60330	yongs su (shin tu) dag	8.0	odd4;mixed8
60325	yongs su yi mi [chad	8.0	odd4;mixed11
