file,dir,kind,consonant_index,vowel_index,suffix_index,tibetan,wylie,identified,bytes,sha256
1_0_0--ka.mp3,syllable_mp3,syllable,1,0,0,ཀ,ka,True,6268,c6f0bb1b46bbf0eca4905826470ee25460ac68d423f2b8d0fddcf819789153fb
1_0_1--kag.mp3,syllable_mp3,syllable,1,0,1,ཀག,kag,True,7104,e45633c54a5169a9de0d6fb2490bdca6fe98641a124e107b0a84df48cfb57531
1_0_2--kang.mp3,syllable_mp3,syllable,1,0,2,ཀང,kang,True,6268,981f8cdbec73317b89dcd8f64d1145d0f654ce3608ee3ccd0997067f66006bcd
1_0_3--kad.mp3,syllable_mp3,syllable,1,0,3,ཀད,kad,True,5432,ac7fb75b9b01d867b50804e40d2daa40bde4cc4ddd92a60742d5f8a3924a3da8
1_0_4--kan.mp3,syllable_mp3,syllable,1,0,4,ཀན,kan,True,7104,c20adf854617bec9cde2bd2f5f53ed970c7d810978b04e4ca7f7305225740f12
1_0_5--kab.mp3,syllable_mp3,syllable,1,0,5,ཀབ,kab,True,6268,b7a0ac6cccde61833b39c2bbfe56e2e5394b2c5d0ae4a042517ff9e141e0dd0c
1_0_6--kam.mp3,syllable_mp3,syllable,1,0,6,ཀམ,kam,True,6268,9dd77fac8dd5f3b0765819f48e5828e79d6f45b6c4b5f259e789f29c5cfc2794
1_0_7--ka'.mp3,syllable_mp3,syllable,1,0,7,ཀའ,ka',True,6268,9a27fe9b1d232c0bd7eab5a7e56c568cc019dc995aade31bd1baf00d70e3a1b8
1_0_8--kar.mp3,syllable_mp3,syllable,1,0,8,ཀར,kar,True,6268,0ac4bea01be96de47197797fd21ccc03bac6269b96c71dc0daf381a5cdb33ba7
1_0_9--kal.mp3,syllable_mp3,syllable,1,0,9,ཀལ,kal,True,7104,b8680d28e40d20d5a00fba8535a1224a58918e60f44d959a0e980716b56faba2
1_0_10--kas.mp3,syllable_mp3,syllable,1,0,10,ཀས,kas,True,7104,ef462bebf75a3a282d1f2883bc316abbc15a3fab503556141114a4046aff70f1
1_1_0--ki.mp3,syllable_mp3,syllable,1,1,0,ཀི,ki,True,6268,3940928b96178bf1e4ee4bf2e38dcacdd06ef7a85c5a722b0613888dd4c28ad9
1_1_1--kig.mp3,syllable_mp3,syllable,1,1,1,ཀིག,kig,True,6268,505207c7d1a5b55acdde5fa2888533ad02287579113c497acf118f728acd3914
1_1_2--king.mp3,syllable_mp3,syllable,1,1,2,ཀིང,king,True,7104,e4083f2d051978b331b6be4ea3837e80b57fd52c70e7af51e84c3d94724b80e1
1_1_3--kid.mp3,syllable_mp3,syllable,1,1,3,ཀིད,kid,True,6268,4b64d5dab801ec5858eb53a3d86a7011b8f6c718d24bde8f5bcc3632aa6cefae
1_1_4--kin.mp3,syllable_mp3,syllable,1,1,4,ཀིན,kin,True,7104,cc31981fb1c1cb9d600058ed59effa25f182a841077508dde3a31b5d478224eb
1_1_5--kib.mp3,syllable_mp3,syllable,1,1,5,ཀིབ,kib,True,6268,fe93290eed872c3eeb08878da848f4c3b2912748244b20569dc797e43addbb44
1_1_6--kim.mp3,syllable_mp3,syllable,1,1,6,ཀིམ,kim,True,7104,8123784e240d4e016c75608aa96bcd1f498be150dc0c1e5c197840b2209728c9
1_1_7--ki'.mp3,syllable_mp3,syllable,1,1,7,ཀིའ,ki',True,7104,dfc9bf44db7d80346f9ecc3b8ce49225786e1b99acb192c7202aa29f9d5c2fc7
1_1_8--kir.mp3,syllable_mp3,syllable,1,1,8,ཀིར,kir,True,6268,d31f7a30dced87dc2ba4bf14bb1573bde1e405efa21bc6d519c20d009190f12a
1_1_9--kil.mp3,syllable_mp3,syllable,1,1,9,ཀིལ,kil,True,7104,a32026c4d7ea46082a02ac3f3ca720a7d08cf02781624e7bb49f0ae44a790b5e
1_1_10--kis.mp3,syllable_mp3,syllable,1,1,10,ཀིས,kis,True,7104,2c53cd43984268ddfcc8dbe46feab70be47564b26603c05b94f93fac6e7b9d6f
1_2_0--ku.mp3,syllable_mp3,syllable,1,2,0,ཀུ,ku,True,5432,6e4791a6acb822c5620b9cd7a9891025c65204d5cf3d1caa7c63e3fc947b0181
1_2_1--kug.mp3,syllable_mp3,syllable,1,2,1,ཀུག,kug,True,5432,641bfa8dc7dcf00f4d3630999705105acac8d17a87bb61851d67b0b2eda12582
1_2_2--kung.mp3,syllable_mp3,syllable,1,2,2,ཀུང,kung,True,7104,4168e2cdaf27d6f42fa7ad07792d47a34ca4d208a4b4b83298ee516b7ad24e48
1_2_3--kud.mp3,syllable_mp3,syllable,1,2,3,ཀུད,kud,True,7104,264460e1bfba180539dffa08c6ebc1eeee027593e2a7a8bcbeb264fe84876374
1_2_4--kun.mp3,syllable_mp3,syllable,1,2,4,ཀུན,kun,True,7104,10aa44564eb527fc6c048269c3f93a28bdc142baad13fc7f5577aaeaa910d141
1_2_5--kub.mp3,syllable_mp3,syllable,1,2,5,ཀུབ,kub,True,5432,8af4f2e585bcb449e914696fe946f8d0b5e2c9e22a248d1a51ccbee1b4ebbfc7
1_2_6--kum.mp3,syllable_mp3,syllable,1,2,6,ཀུམ,kum,True,6268,0eed2b97f681878553194375f69dc08413290b951579c45fae3f702f26f02dd7
1_2_7--ku'.mp3,syllable_mp3,syllable,1,2,7,ཀུའ,ku',True,7104,46c58422e49b92bfb3dd5df592ee272b2ca5c083ea36fe87dd3b73a56f48560b
1_2_8--kur.mp3,syllable_mp3,syllable,1,2,8,ཀུར,kur,True,6268,5358c0bef06eb2781db078b51cc30754d5b32d20f9d7d59bbd8147b8d2caac94
1_2_9--kul.mp3,syllable_mp3,syllable,1,2,9,ཀུལ,kul,True,7104,32587822edde7ffe55bb47113dbbfdca76fd8fcf7752f6610ba02b404d775cc4
1_2_10--kus.mp3,syllable_mp3,syllable,1,2,10,ཀུས,kus,True,7104,298668a8fda9f0c0d5ac5d60196ccf6085a938132575c1fcfd1df39aa034fc2d
1_3_0--ke.mp3,syllable_mp3,syllable,1,3,0,ཀེ,ke,True,7104,4d7112407e7fd50698c05c3a1c28c55d4288f960fd9b51aa19da217a96670918
1_3_1--keg.mp3,syllable_mp3,syllable,1,3,1,ཀེག,keg,True,6268,abb27e847fc5dfed8da4c584e2f4699750abc86487127633dfaa47eaa77541ab
1_3_2--keng.mp3,syllable_mp3,syllable,1,3,2,ཀེང,keng,True,7104,def75f4b3201d593c23a71bf9e3b7049e4c604c2811e24bbc6c7af590ad6d437
1_3_3--ked.mp3,syllable_mp3,syllable,1,3,3,ཀེད,ked,True,6268,0119d5b08b01e538ee172e0a907ca9d729fab0493517af5074cce1b40cffc4a0
1_3_4--ken.mp3,syllable_mp3,syllable,1,3,4,ཀེན,ken,True,7104,16f005e3897b34d0fd62977c47b81e18ac727160b044780adbaa0375cf7103a8
1_3_5--keb.mp3,syllable_mp3,syllable,1,3,5,ཀེབ,keb,True,5432,86ba74cded3bd70056af2e8f899f59caecfff5928f6f7aa6db46a6a632c9cebe
1_3_6--kem.mp3,syllable_mp3,syllable,1,3,6,ཀེམ,kem,True,7104,b8fb505359eef07e19a57ddba5aa897c2f7232a7f9d8c0ea518583490edb0d7e
1_3_7--ke'.mp3,syllable_mp3,syllable,1,3,7,ཀེའ,ke',True,7104,51c42ee04780b1bf8f2b821311e2263ec5a82ab91226a72581c56aa98ea3cc6f
1_3_8--ker.mp3,syllable_mp3,syllable,1,3,8,ཀེར,ker,True,7104,a63d79c3d0ba682c5d1c2b3ec4b3ee83f48bd86490eab6fd209f013905bcf1bd
1_3_9--kel.mp3,syllable_mp3,syllable,1,3,9,ཀེལ,kel,True,7104,325d1f6b2e17e086bb8d454ed6a00a8743009b6953e9df5c4a43498f68596462
1_3_10--kes.mp3,syllable_mp3,syllable,1,3,10,ཀེས,kes,True,7104,9f38780bb4a833f112b8143c9035f9d34d3ede2835495d55159b6b0932f5d79b
1_4_0--ko.mp3,syllable_mp3,syllable,1,4,0,ཀོ,ko,True,6268,7c9b48addaa557eb06598ee3f63e232b88150df4f730c5f4178d5fc415929644
1_4_1--kog.mp3,syllable_mp3,syllable,1,4,1,ཀོག,kog,True,5432,73913462c85d7a5bd7ede68c0eea2f2211f8c00a900704c8f660dcbf824a7a6d
1_4_2--kong.mp3,syllable_mp3,syllable,1,4,2,ཀོང,kong,True,7104,56e0cb7f4a8a798b1e51575f99d45fb65429e3c7607be4095478dd340424e816
1_4_3--kod.mp3,syllable_mp3,syllable,1,4,3,ཀོད,kod,True,6268,70cd99cb192a33d8c714f3205c98b5b241fb7d99bbdb42f04b468c0e51d5b946
1_4_4--kon.mp3,syllable_mp3,syllable,1,4,4,ཀོན,kon,True,7104,8dec0cf5d5617c490f4dc0ab0fa1b3790bc05ca8fad0ace4c910d8e0e6fcc51f
1_4_5--kob.mp3,syllable_mp3,syllable,1,4,5,ཀོབ,kob,True,6268,cedfbad950b520f8cfec37b04be7531f508d68b117de38a5a8a993fd36c85b08
1_4_6--kom.mp3,syllable_mp3,syllable,1,4,6,ཀོམ,kom,True,6268,8a6b271c036f660413f650a96aca02d829dd2dc5e4501edc6cc64dc71d692896
1_4_7--ko'.mp3,syllable_mp3,syllable,1,4,7,ཀོའ,ko',True,7940,fea9aa2147ce0034da9f8baca259572444a4b9d72a8a288e06ef09a5d81b3856
1_4_8--kor.mp3,syllable_mp3,syllable,1,4,8,ཀོར,kor,True,6268,d1a7a1f4311a3f2b09aa723aca90da7690101a40620b34d18cf5a8ae18220a4b
1_4_9--kol.mp3,syllable_mp3,syllable,1,4,9,ཀོལ,kol,True,7104,2329facb8f5050a7a8f5899e19fa52b41b00a436476e7d8d683b78e17f3e280f
1_4_10--kos.mp3,syllable_mp3,syllable,1,4,10,ཀོས,kos,True,8776,492dc46f07487112346827545e285d4dd5529979b111c9c5ca8868193137e4ed
2_0_0--kha.mp3,syllable_mp3,syllable,2,0,0,ཁ,kha,True,7104,e036c54904fe3c1457750ca5a2af89f2e90594f428299e9f8ca7f5c0b1afb5f4
2_0_1--khag.mp3,syllable_mp3,syllable,2,0,1,ཁག,khag,True,7104,76d2d021fb094700703f76c53046248a690aa2edfa1efd0f2742d3550c528ead
2_0_2--khang.mp3,syllable_mp3,syllable,2,0,2,ཁང,khang,True,7940,3e58535bf7590f29eeefd6744132d0f0ac15c06a2ea4463d611f531e5723ae95
2_0_3--khad.mp3,syllable_mp3,syllable,2,0,3,ཁད,khad,True,7104,3fd4dce41cc8bb00593100b22558a61970d110a4713ba8058868d54e7a42967a
2_0_4--khan.mp3,syllable_mp3,syllable,2,0,4,ཁན,khan,True,7940,b574ab45c99b4631cdd123e37ba9b6016a561da0ba026d06c2271be38da1b276
2_0_5--khab.mp3,syllable_mp3,syllable,2,0,5,ཁབ,khab,True,6268,e5158bc1270f6fc7747651f06458ef8461312f3186a297d004ed4f10c25ca6a7
2_0_6--kham.mp3,syllable_mp3,syllable,2,0,6,ཁམ,kham,True,7940,2353d0809833c68f6b81f7eec1b456910f0fe1d77222bb90bdcb276019b4dad7
2_0_7--kha'.mp3,syllable_mp3,syllable,2,0,7,ཁའ,kha',True,7104,10c3b4598a27fd5f0c78eed39ab3350e23aa34d1a7ab449e958450c127f64be4
2_0_8--khar.mp3,syllable_mp3,syllable,2,0,8,ཁར,khar,True,7104,fa63c97acabd2a730a1cba91d1ddf7c43144dfb1cd6d0a3c9f412a3f27d38313
2_0_9--khal.mp3,syllable_mp3,syllable,2,0,9,ཁལ,khal,True,7940,a6fc960402ec9ee666b233183bb75d1d8d71184e71a0d2a5e412e89420104ba9
2_0_10--khas.mp3,syllable_mp3,syllable,2,0,10,ཁས,khas,True,7940,927714be4453ba026d15a717aebda294d01f39bdad1e40e12c190438d2942c2e
2_1_0--khi.mp3,syllable_mp3,syllable,2,1,0,ཁི,khi,True,7104,0388f5aab4a739f78cce7231a9efb6da9562fed985a0f14b2422cc6777f2640e
2_1_1--khig.mp3,syllable_mp3,syllable,2,1,1,ཁིག,khig,True,7940,0c22b8aa11a87c7043315c26cf782124d39ed2580a6d10cb424c9441198ec879
2_1_2--khing.mp3,syllable_mp3,syllable,2,1,2,ཁིང,khing,True,7940,90c6e34ec0a694ac18652604bfaa49b516cf6583a048cef620ebac2af9f87feb
2_1_3--khid.mp3,syllable_mp3,syllable,2,1,3,ཁིད,khid,True,6268,6bd36375e1856a247d79bbf98597cdd178f7b62a15e6577bb235554706b51f5e
2_1_4--khin.mp3,syllable_mp3,syllable,2,1,4,ཁིན,khin,True,7940,0062294170bdd0b1782fe7c9e145bd9fa684cac95dbefbe862e6a14c4871b343
2_1_5--khib.mp3,syllable_mp3,syllable,2,1,5,ཁིབ,khib,True,6268,45eba73b72878394f132efaadcdc84e01ae75fb9c9085c1859156c138a24e54b
2_1_6--khim.mp3,syllable_mp3,syllable,2,1,6,ཁིམ,khim,True,7104,729b5512522b95d3ecfdb79fc2fb575926b02e458fb49530d6aaa881422d0dda
2_1_7--khi'.mp3,syllable_mp3,syllable,2,1,7,ཁིའ,khi',True,8776,665d7f99aa6527a128082630054b58cbc251ad0d4ebd2fe0b3a6d9e231149ee3
2_1_8--khir.mp3,syllable_mp3,syllable,2,1,8,ཁིར,khir,True,7940,d53ddf560ff9baf3b453ce225edc239f0afa23f16eaa00356d9ae8ddf0967722
2_1_9--khil.mp3,syllable_mp3,syllable,2,1,9,ཁིལ,khil,True,7940,1494ef6af94c9d7de61d518fba245e68841758dfb5c60ef3ce75f74896e8ceb3
2_1_10--khis.mp3,syllable_mp3,syllable,2,1,10,ཁིས,khis,True,8776,41b7a088a9de4ea725dd2b1c3e46a80dcf26219fdfbedf13b3f69c08d8609934
2_2_0--khu.mp3,syllable_mp3,syllable,2,2,0,ཁུ,khu,True,7104,733df13dcbdb800bf09c446cdaf02bf3747d70e206130e644ae16eda3f6623e1
2_2_1--khug.mp3,syllable_mp3,syllable,2,2,1,ཁུག,khug,True,5432,e6c1f2e7cfcaa3fbc3c495e18d2efef649b7e01df936dd8e96283954855b9d41
2_2_2--khung.mp3,syllable_mp3,syllable,2,2,2,ཁུང,khung,True,7940,4c5bd46a6a5d61bf01e0b5088efe47c82c3cb695ce68c64914c2fb1a25d26010
2_2_3--khud.mp3,syllable_mp3,syllable,2,2,3,ཁུད,khud,True,7104,14389179bf35783848093061fde08024fd5c576dc340b98d1d7ac199399096a0
2_2_4--khun.mp3,syllable_mp3,syllable,2,2,4,ཁུན,khun,True,7940,5629406a2b508e8424de843bda74f608f1fae166728d48b95b9b98c5a505bdaa
2_2_5--khub.mp3,syllable_mp3,syllable,2,2,5,ཁུབ,khub,True,6268,892fc531f277347c13066e303619bff3075d3c23fccf7becc5e7c1effdd60a8c
2_2_6--khum.mp3,syllable_mp3,syllable,2,2,6,ཁུམ,khum,True,7940,f64c0fa1c0c763ca1b8b46becce42ae463a98db6425f685ce6015de03ab12ecf
2_2_7--khu'.mp3,syllable_mp3,syllable,2,2,7,ཁུའ,khu',True,7940,955878cde090be02a8af950b6b8c22fa888c9ba5175e7977aad66fe8c56bd39d
2_2_8--khur.mp3,syllable_mp3,syllable,2,2,8,ཁུར,khur,True,7104,56b43b140a8d504eb277e651021e441f6cb6f8f1122c293ac389ef36a5888c72
2_2_9--khul.mp3,syllable_mp3,syllable,2,2,9,ཁུལ,khul,True,7104,f9e84ba5733aaab3cd494da012cf0186ad4fbf5bd7c8cc04dd52c81b2fb1e984
2_2_10--khus.mp3,syllable_mp3,syllable,2,2,10,ཁུས,khus,True,8776,b566f25d1ee41a79a32e0bfebecf4ec974c46987cdd60b8d3e9aea34f2370896
2_3_0--khe.mp3,syllable_mp3,syllable,2,3,0,ཁེ,khe,True,7104,267aea36608520910819efe2328b6db815fd625bb4a2cc02b04826591e03ec3d
2_3_1--kheg.mp3,syllable_mp3,syllable,2,3,1,ཁེག,kheg,True,7104,6dbcf30d88c876642ebb75f800ef25170aa56c01b59d1b5fc85a195b5f275a1c
2_3_2--kheng.mp3,syllable_mp3,syllable,2,3,2,ཁེང,kheng,True,7940,eff58724e8e3ce4508a4b4010d5a78b2085645446081a0c1345dd8aeafbd61fd
2_3_3--khed.mp3,syllable_mp3,syllable,2,3,3,ཁེད,khed,True,6268,f581812e4e8ca5c03c9a8e2c7614303f5a88e00df634485f924ab5f985c2f7a9
2_3_4--khen.mp3,syllable_mp3,syllable,2,3,4,ཁེན,khen,True,7940,319575cfd0f71e3a27e2a1ab6ec69a9a9d40632fe71a17f7753bc3ef9463b899
2_3_5--kheb.mp3,syllable_mp3,syllable,2,3,5,ཁེབ,kheb,True,6268,94e7ee33bd93b539b387176dc5b642f9bd3740dcbf2a305c336893881f84c0ef
2_3_6--khem.mp3,syllable_mp3,syllable,2,3,6,ཁེམ,khem,True,7104,bb2b58baaafad0a94fbf8ab8a4ed0d05719aca9fb69b54115d4626319f4c0fa0
2_3_7--khe'.mp3,syllable_mp3,syllable,2,3,7,ཁེའ,khe',True,7940,08f2efd2692646849448760c7f932d4eabab3949a2f65e6dff2c6ee06f2a9e1c
2_3_8--kher.mp3,syllable_mp3,syllable,2,3,8,ཁེར,kher,True,7104,04b5ca634373b04c29a7bc5c193636da0ec3dad9572068af645c58523e392c6d
2_3_9--khel.mp3,syllable_mp3,syllable,2,3,9,ཁེལ,khel,True,7940,6fdc6c8a1c9a97d0c01d06e5a0176fe6b00d3d7c5e43c7a0ac0baeeb47c3b5f5
2_3_10--khes.mp3,syllable_mp3,syllable,2,3,10,ཁེས,khes,True,7104,854de14968211201a03e93c603ea8eb2fc4ff96bcc8e7633875aa4eb01a199e2
2_4_0--kho.mp3,syllable_mp3,syllable,2,4,0,ཁོ,kho,True,7104,54d4b4c1919e2ef8502ea922d3e3f83b8683f721a92c6b606a509de7540cf97c
2_4_1--khog.mp3,syllable_mp3,syllable,2,4,1,ཁོག,khog,True,6268,48c971d45301f5078ffe0499aabf96c01417101c7b2847e0f4fcf0d2bcd43cfe
2_4_2--khong.mp3,syllable_mp3,syllable,2,4,2,ཁོང,khong,True,7104,9768183de50ed5cfa450a5400fe20816518775fe3eb82d47a151c5dfcbc00bb6
2_4_3--khod.mp3,syllable_mp3,syllable,2,4,3,ཁོད,khod,True,7104,8ba23bcf9ce68379e07f055c916a68fc8a9fb99cbf6bf28d47282ad02a85d943
2_4_4--khon.mp3,syllable_mp3,syllable,2,4,4,ཁོན,khon,True,7940,931ffb699986dc1d4fa6292cce5daabef5c501d8d19254062e6a5e4afaf48fef
2_4_5--khob.mp3,syllable_mp3,syllable,2,4,5,ཁོབ,khob,True,5432,db99048bcfcaffee48505b1a165af9bdd7109a53bca3ee6aabfaa91b85952b6b
2_4_6--khom.mp3,syllable_mp3,syllable,2,4,6,ཁོམ,khom,True,7940,5bcf8faef815aa6f68c30ba9508a05ddacbc9bc323b6ef5ab7c80c6cd0e63526
2_4_7--kho'.mp3,syllable_mp3,syllable,2,4,7,ཁོའ,kho',True,7940,de35bae6422bbf949d0e55d0f15ff9e3d85d84fff982b21684d4b9e589e8ad27
2_4_8--khor.mp3,syllable_mp3,syllable,2,4,8,ཁོར,khor,True,7104,a1f7e7b15942eac35683ba232df2cd30f2d0eccb1cdc4fef9cb94d4e2e632569
2_4_9--khol.mp3,syllable_mp3,syllable,2,4,9,ཁོལ,khol,True,7940,fe5b05a12fcc6d35c2367f42a5fc11e5bf034807c5c46d80c715347024ef8ac6
2_4_10--khos.mp3,syllable_mp3,syllable,2,4,10,ཁོས,khos,True,7940,2395dda741c616899a03b618fc1e09dd572a4a502e0170f472a69c08eec15f07
3_0_0--ga.mp3,syllable_mp3,syllable,3,0,0,ག,ga,True,7940,956a7b28ec764deba896548629d6bc0073ed0d8709ad239ad8f1f7f3a0982c4d
3_0_1--gag.mp3,syllable_mp3,syllable,3,0,1,གག,gag,True,7104,ef385fbb2d292a0f099a3af6a1abd69aa3c470b509b61724cc3259175df46faf
3_0_2--gang.mp3,syllable_mp3,syllable,3,0,2,གང,gang,True,7940,25839a2e4b45edf05c00e0dfb1c89fdb50d850b9b08e28730c3277808b921882
3_0_3--gad.mp3,syllable_mp3,syllable,3,0,3,གད,gad,True,7104,7b8973d9bd231db56186cd57f5c85adb9474611922dcbe7b0fc0432d8c273c68
3_0_4--gan.mp3,syllable_mp3,syllable,3,0,4,གན,gan,True,7940,444dc88ce89cddc5691e4cabe0507a6ecbc8779754ee3e9f499982d0112cf03d
3_0_5--gab.mp3,syllable_mp3,syllable,3,0,5,གབ,gab,True,6268,c9544a02ffa8b10458d492767b2f47d88e4ce99e1a18839179d99c87cd8a4ff2
3_0_6--gam.mp3,syllable_mp3,syllable,3,0,6,གམ,gam,True,7940,118c43d2ee6770d3fbe88f4037eb9bf1881405722cc638a505c1b60e7bfc1d6a
3_0_7--ga'.mp3,syllable_mp3,syllable,3,0,7,གའ,ga',True,7940,153411db1d355a7db326ac5e6fe1a8eace24b72cf61997442a90b412c8e1a22b
3_0_8--gar.mp3,syllable_mp3,syllable,3,0,8,གར,gar,True,7940,ee1724b4aa637677e4f6c77dce9ce194f6cfd99a5f91179df9e338dacd55902e
3_0_9--gal.mp3,syllable_mp3,syllable,3,0,9,གལ,gal,True,8776,884887f555e6db52f4dcb2e8d8ff8fe3e14068aff2369928414f2ec37d7a54e0
3_0_10--gas.mp3,syllable_mp3,syllable,3,0,10,གས,gas,True,8776,600bab49fb0465a9a4abc3b941d13eaf897bc57afbc2e967a3defa0d580ee823
3_1_0--gi.mp3,syllable_mp3,syllable,3,1,0,གི,gi,True,8776,08d40b1406128f8e23b8560c2259e97715c4cf9c763dbf3510ba7fcba6b68986
3_1_1--gig.mp3,syllable_mp3,syllable,3,1,1,གིག,gig,True,7940,25b0d16c03384bfbabedbdc846ec92c1fcca8522d936c4e8cc316a91179ff44f
3_1_2--ging.mp3,syllable_mp3,syllable,3,1,2,གིང,ging,True,7940,afaa3cbb106822728e7d5f6106e643424ae669ebf04ccc4d041bd8fbd58ee017
3_1_3--gid.mp3,syllable_mp3,syllable,3,1,3,གིད,gid,True,7104,b8126ceb963055f57294ea3a2a02de1cd471ad6654cdafa15774058e8962dda2
3_1_4--gin.mp3,syllable_mp3,syllable,3,1,4,གིན,gin,True,7940,2f57428a18ac2934614af67d40b6fae1338e646168083381639aea933c981fb4
3_1_5--gib.mp3,syllable_mp3,syllable,3,1,5,གིབ,gib,True,6268,d2b80b83bc7c4c8b1d8a45caec962d50f906fe891b3a4b1f6350b6069ca87680
3_1_6--gim.mp3,syllable_mp3,syllable,3,1,6,གིམ,gim,True,7104,645e91b27ef290af3231e950d6425ad7f14a728ac0fc137a66fe07474a46bec0
3_1_7--gi'.mp3,syllable_mp3,syllable,3,1,7,གིའ,gi',True,9612,70a2fd298baba7a1ebff0972d894fb2bc8f90603d13dcafcf8c44379dd8b6278
3_1_8--gir.mp3,syllable_mp3,syllable,3,1,8,གིར,gir,True,7104,1b296000af44697d22428409938af96aeeebc3fe8ad0974e98f6c5345ed79231
3_1_9--gil.mp3,syllable_mp3,syllable,3,1,9,གིལ,gil,True,7940,f31ae2e82fa095bee291c009463616d2a3ee940ce82a39f48b2f49841802cf24
3_1_10--gis.mp3,syllable_mp3,syllable,3,1,10,གིས,gis,True,9612,66f0bddb4c0c9ae86434b925f69069312b72f0f74834e7f46a3ff0f3395ab103
3_2_0--gu.mp3,syllable_mp3,syllable,3,2,0,གུ,gu,True,7940,b826a495de79d3796856a48d6c067cfc727f18948fe92190207790eeecfba497
3_2_1--gug.mp3,syllable_mp3,syllable,3,2,1,གུག,gug,True,6268,2bdac9b5062a53180eab5365934b68f3a08e411fde0aa8a9aaae91691c7c1c46
3_2_2--gung.mp3,syllable_mp3,syllable,3,2,2,གུང,gung,True,8776,1c21829c806ec030bee897cc5059bed870b26f03d86eb0c39b6c73bf246020c0
3_2_3--gud.mp3,syllable_mp3,syllable,3,2,3,གུད,gud,True,7940,e05f2f1d86cba36932fb3aa661f1b9196d4733dedac5cc3fdcaf8d5b628d9af3
3_2_4--gun.mp3,syllable_mp3,syllable,3,2,4,གུན,gun,True,8776,2d18a84d8fa79c0191ea8b8e7d34b2a5005425d77032c010b37b9f7b82daebb6
3_2_5--gub.mp3,syllable_mp3,syllable,3,2,5,གུབ,gub,True,5432,b32095e78058ff021a91afeeb0fd48d53bb03275d6da82c0cde576149be42b70
3_2_6--gum.mp3,syllable_mp3,syllable,3,2,6,གུམ,gum,True,7940,bc76de0125f391fc24a6de72a5e36ee9f46030537ac742c78fe8e6adc263b049
3_2_7--gu'.mp3,syllable_mp3,syllable,3,2,7,གུའ,gu',True,8776,49216f9f6113f7a8cab747f923d874b4277f84d620bf702bfb617119ee151770
3_2_8--gur.mp3,syllable_mp3,syllable,3,2,8,གུར,gur,True,7104,9db8cc7ecc388e6550a2125105e70b01f6d01540ecd63e5006dca98f9ca474e1
3_2_9--gul.mp3,syllable_mp3,syllable,3,2,9,གུལ,gul,True,8776,7864918a3b09ad19bb8e92b47e5d9f1cd2687d689ee74789b8ce17d2fd7099cd
3_2_10--gus.mp3,syllable_mp3,syllable,3,2,10,གུས,gus,True,8776,20071735d90db2987d02581280dc80a599a5b7aa242d1aa4a0e84029a120d219
3_3_0--ge.mp3,syllable_mp3,syllable,3,3,0,གེ,ge,True,8776,cfb9826977ac66d3cbb930f33d7f04a58a75f9c34cd334abd32d61eff941d5a9
3_3_1--geg.mp3,syllable_mp3,syllable,3,3,1,གེག,geg,True,8776,beca70b7bb1b2a0b8561073e52d9b28d5ec17aa32cf78b3dcfc8bebe51613093
3_3_2--geng.mp3,syllable_mp3,syllable,3,3,2,གེང,geng,True,7940,f20a11f7eebc2529f1c4d86f98f923f9d42c8ec1b7c78141bd2907e8fe34a8f8
3_3_3--ged.mp3,syllable_mp3,syllable,3,3,3,གེད,ged,True,6268,b7fb0c46f01212c4a8d62ebb517626fa30a0ba178f9aca32a0978a8d2e1bfada
3_3_4--gen.mp3,syllable_mp3,syllable,3,3,4,གེན,gen,True,7940,6a0cabe33eb8d9ee7d4aa7f8a04c7f0dc662772973f037c13980d6469caa301b
3_3_5--geb.mp3,syllable_mp3,syllable,3,3,5,གེབ,geb,True,6268,5a1d3583a4771754aa302a88f744cbf73dec3725e4d337027b5715edcaf78850
3_3_6--gem.mp3,syllable_mp3,syllable,3,3,6,གེམ,gem,True,7940,2aa56df4f7a50faa6dd61fb7381f780514bdc7c525bc0e1887dec8c64b22279a
3_3_7--ge'.mp3,syllable_mp3,syllable,3,3,7,གེའ,ge',True,8776,1cceed1cec82cb6b3806476d2da8ed53d0c9687439b78d27219db37597951bd1
3_3_8--ger.mp3,syllable_mp3,syllable,3,3,8,གེར,ger,True,7940,dd2602ff03c3775925e4548768dd1e9686e1d563e3da61e0d52104f1a57fd5a9
3_3_9--gel.mp3,syllable_mp3,syllable,3,3,9,གེལ,gel,True,7940,21036e44d4cdd6a3276c93cb66ea7efe2d741f1343c67badcf9eaeba1a194da5
3_3_10--ges.mp3,syllable_mp3,syllable,3,3,10,གེས,ges,True,7940,79c93fde9b68347848544b2b6cb1cf53408873bc9127a3dda6ce0719ea1b3c9c
3_4_0--go.mp3,syllable_mp3,syllable,3,4,0,གོ,go,True,7940,a1c919f14bd4e77f6fe1ffc2cf41a1e120770a060158d2b067c3478fbfc19364
3_4_1--gog.mp3,syllable_mp3,syllable,3,4,1,གོག,gog,True,6268,8dfc54232f29817af10d45c9faac367c2420e4a273bb12af85f08a3d4f41ae68
3_4_2--gong.mp3,syllable_mp3,syllable,3,4,2,གོང,gong,True,7940,c9183d732b0cb77eca4b586d0c41d791d05c403574b165e81a3f5f1bb9e050fb
3_4_3--god.mp3,syllable_mp3,syllable,3,4,3,གོད,god,True,7104,5fad133bdd97b4e309168cc552481da4733eacfc52066d594ecfd4bb48b5b658
