# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
chu bdag	456	0
chu bdag skyes	456	0
chu mda'	457	1
chu mdo	457	0
chu 'dod	457	0
chu 'dren	457	0
chu rdugs khyer	457	0
chu rdul	457	0
chu rdo	457	0
chu ldur	457	0
chu ning	457	0
chu rnag	457	0
chu phug	457	0
chu phyag pa	457	0
chu phran	457	0
chu 'phrad pa	457	0
chu ba	457	0
chu ban	457	0
chu bal	457	0
chu bun	457	0
chu bum	457	0
chu bur	457	0
chu bo	457	0
chu bo gang+gA	457	0
chu bo chen po lnga	457	0
chu bo rab med	457	0
chu bo ri	458	1
chu bya	458	0
chu brug pa	458	0
chu dbus	458	0
chu dbus pa	458	0
chu 'bab	458	0
chu 'byung	458	0
chu 'byed	458	0
chu lbag	458	0
chu sbur	458	0
chu sbyin	458	0
chu sbrul	458	0
chu ma	458	0
chu ma rtsi	458	0
chu mig	458	0
chu dmar po	458	0
chu smad skar ma	458	0
chu rtsam	458	0
chu tshags	458	0
chu tshags gru gsum	458	0
chu tshan	459	1
chu tshod	459	0
chu tshod 'khor lo	459	0
chu tshwa	459	0
chu 'dzin	459	0
chu rdza	459	0
chu zheng	459	0
chu zheng 'gab pa	459	0
chu zheng mtha'	459	0
chu zem	459	0
chu zla	459	0
chu gzar	459	0
chu bzom	459	0
chu 'obs	460	1
chu yi 'khor lo	460	0
chu yi sngags pa	460	0
chu yi snying po	460	0
chu yi thub pa	460	0
chu yi phung po	460	0
chu yi tsher ma	460	0
chu yi 'dzum dkar	460	0
chu yi zegs ldan	460	0
chu yi zegs ma	460	0
chu yi 'od phrug sngon po	460	0
chu yi ro	460	0
chu yi lang tsho	460	0
chu yi srin po'i grong che	460	0
chu rags	460	0
chu ri	460	0
chu rug	460	0
chu rlabs	460	0
chu las 'byung ba	460	0
chu lo	460	0
chu log	460	0
chu lon	460	0
chu shing	460	0
chu shing dkar po	460	0
chu shing gi mkhar ba	460	0
chu shing brla can ma	460	0
chu shur	461	1
chu shul	461	0
chu shel	461	0
chu shel dbang gi dkyil 'khor	461	0
chu shel zhun ma	461	0
chu gshong	461	0
chu ser	461	0
chu so	461	0
chu srang	461	0
chu srin ke ke ru	461	0
chu srin rgyal mtshan	461	0
chu srin chen po	461	0
chu srin bdag	461	0
chu srin rdo rje ri mo'i bran mo	461	0
chu srin sder mo	461	0
chu srin byis pa gsod	461	0
chu srin 'dzin khri	461	0
chu srib	461	0
chu srub	461	0
chu srel	461	0
chu srol	461	0
chu lhag	461	0
chu lha'i zhags pa	461	0
chu lha'i shing	461	0
chug	462	1
chung	462	0
chung gri	462	0
chung ngu	462	0
chung ngun	462	0
chung ngus grol	462	0
chung chung	462	0
chung ches pa	462	0
chung 'jug	462	0
chung nyung	462	0
chung byed	462	0
chung ma	462	0
chung ma'i spun zla	462	0
chung zad	462	0
chung lug	462	0
chung lung	462	0
chung sha	462	0
chung shos	462	0
chung sug	462	0
chud pa	462	0
chud ma gson	462	0
chud mi za ba	462	0
chud 'dza' ba	462	0
chud gzon pa	462	0
chun	462	0
chun gyi brag dmar	462	0
chun pa	463	1
chun po	463	0
chun po can	463	0
chun 'phyang ba	463	0
chub pa	463	0
chum	463	0
chum pa	463	0
chu'i skye gnas	463	0
chu'i 'khril shing	463	0
chu'i 'khrul 'khor	463	0
chu'i gad mo	463	0
chu'i sgur 'khyog	463	0
chu'i nya phyis	463	0
chu'i dong	463	0
chu'i dra ba	463	0
chu'i 'dab chags	463	0
chu'i 'dre log	463	0
chu'i rdo ba	463	0
chu'i dpal yon	463	0
chu'i rtsa	463	0
chu'i rtswa	463	0
chu'i zhal ta pa	463	0
chu'i gzhi	463	0
chu'i zegs ma	463	0
chu'i gzugs brnyan	463	0
chu'i lo ma	463	0
chu'i shing rta	463	0
chu'i sa bon	463	0
chur	463	0
chur sgrogs	463	0
chur 'dres	463	0
chur ba	463	0
chur mi lhung	463	0
chur lhung	463	0
chus	463	0
chus 'jig pa	463	0
chus bran pa	463	0
chus mi nyams pa	463	0
chus mi 'tshub	463	0
che	463	0
che ka	463	0
che khyad	463	0
che ge	463	0
che ge mo	463	0
che dgu	463	0
che rgyu	463	0
che brgyud	463	0
che chung	463	0
che che	463	0
che cher rgan pa	463	0
che mchog	464	1
che brjod	464	0
che thabs	464	0
che thabs can	464	0
che don	464	0
che 'don	464	0
che ba	464	0
che btsan	464	0
che zhe	464	0
che bzhag chung skyur ba	464	0
che bzhi	464	0
che re	464	0
che long	464	0
che longs	464	0
che shos	464	0
ched	464	0
ched 'ga'	464	0
ched chen po	464	0
ched cher	464	0
ched brjod pa'i sde	464	0
ched gnyer	464	0
ched du brjod pa'i tshoms	464	0
ched don	464	0
ched pa	464	0
ched spel ba	464	0
ched so	464	0
chen chung	464	0
chen snang	464	0
chen po	465	1
chen po 'gyur ba	465	0
chen po lnga	465	0
chem	465	0
chem chem	465	0
chem me ba	465	0
chems	465	0
chems pa	465	0
chel pa	465	0
ches	465	0
ches mgyogs	465	0
ches rgas pa	465	0
ches lci ba	465	0
ches chung ba	465	0
ches che ba	465	0
ches mchog	465	0
ches nye ba	465	0
ches 'thung ba	465	0
ches sdom pa	465	0
ches pa	465	0
ches mang	465	0
ches myur	465	0
ches bzhon pa	465	0
ches lhag pa	465	0
cho	466	1
cho ga	466	0
cho ga'i ngang tshul can	466	0
cho nge	466	0
cho nge dir	466	0
cho 'phrul	466	0
cho 'phrul mchod pa	466	0
cho ba	466	0
cho babs skor	466	0
cho 'brang	466	0
cho ma	466	0
cho rigs	466	0
cho ris	467	1
cho lo	467	0
cho lo rtse ba	467	0
cho lo ris	467	0
cho lo'i skugs pa	467	0
cho lo'i sa bon	467	0
cho los thul lo	467	0
chog	467	0
chog pa	467	0
chog pa med pa	467	0
chog shes pa	467	0
chong	467	0
chod	467	0
chod pa	468	1
chod so bdog pa	468	0
chon	468	0
chom	468	0
chom pa	468	0
chom po	468	0
chol	468	0
chol kha	468	0
chol 'gro ba	468	0
chol zangs	468	0
chos	468	0
chos kyi sku	469	1
chos kyi skye mched	469	0
chos kyi khyu mchog 'brong	469	0
chos kyi 'khor lo	469	0
chos kyi grags pa	469	0
chos kyi rgyal mtshan	469	0
chos kyi sgra	469	0
chos kyi chos nyid	469	0
chos kyi gting slebs pa	469	0
chos kyi bston pa	469	0
chos kyi 'dun sa	469	0
chos kyi rnam grangs	469	0
chos kyi 'phongs par 'gyur ba	469	0
chos kyi bar du gcod pa	469	0
chos kyi bu	469	0
chos kyi dbang phyug	469	0
chos kyi dbyings	470	1
chos kyi rtsa 'khor	470	0
chos kyi rtsa ba	470	0
chos kyi tshong brdal	470	0
chos kyi tshong dpon	470	0
chos kyi bzhon pa can	470	0
chos skad	470	0
chos skyong	470	0
chos skyong dregs pa lcam sring	470	0
chos skyobs	470	0
chos khri	470	0
chos khrims	470	0
chos 'khor	470	0
chos 'khor rgyal	470	0
chos 'khor sgang	470	0
chos 'khor gnas	470	0
chos gos	470	0
chos gos zlum por bgo ba	470	0
chos grags	470	0
chos grwa	470	0
chos rgyal	470	0
chos rgyal skyes	470	0
chos rgyal nang sgrub	470	0
chos rgyal phyi sgrub	470	0
chos rgyal gsang sgrub	470	0
chos rgyugs	471	1
chos rgyud	471	0
chos rgyun gyi ting nge 'dzin	471	0
chos can	471	0
chos can ring	471	0
chos bcas ma	471	0
chos chas	471	0
chos mchog	471	0
chos 'chad pa	471	0
chos 'chong pa	471	0
chos rje nag dkar	471	0
chos nyid	471	0
chos nyid kyis rnyed pa	471	0
chos snyam sgrub pa po	471	0
chos rtol	471	0
chos stegs	471	0
chos ston	471	0
chos thams cad	471	0
chos thob	471	0
chos mthun	471	0
chos dar ba	471	0
chos don du gnyer ba	471	0
chos drangs pa	471	0
chos drug	472	1
chos dred	472	0
chos 'dod	472	0
chos 'dod pa	472	0
chos ldan	472	0
chos ldan zhing khams	472	0
chos ldan rab 'byor	472	0
chos sde	472	0
chos rnams gang dag	472	0
chos snang ba'i sgo	472	0
chos pa	472	0
chos spun	472	0
chos 'phel	472	0
chos blon	472	0
chos 'bangs	472	0
chos 'byung	472	0
chos 'byung byin	472	0
chos 'byung zhi ba	472	0
chos sbyin	472	0
chos ma	472	0
chos mi 'gyur ba nyid	472	0
chos min	472	0
chos min spyod pa	472	0
chos med	472	0
chos myon	472	0
chos smra ba	472	0
chos tshong ba	472	0
chos rdzong	472	0
chos zhog	472	0
chos gzhi	473	1
chos bzhi ba'i dbyangs	473	0
chos bzang	473	0
chos bzang bskal pa	473	0
chos bzang sprin	473	0
chos lugs	473	0
chos shes par 'dod	473	0
chos sems	473	0
chos sems khang bu	473	0
chos sems can	473	0
chos srid	473	0
mchad pa	473	0
mchan	473	0
mchan khug	473	0
mchan bu	473	0
mchan zhabs	473	0
mchan 'og	473	0
mchi ba	473	0
mchi ma	473	0
mchig	473	0
mchig skor ba	473	0
mchig gu	473	0
mchig ma	473	0
mching bu	474	1
mchid	474	0
mchin dri	474	0
mchin nad	474	0
mchin nan	474	0
mchin pa	474	0
mchin tshad	474	0
mchims	474	0
mchims bza'	474	0
mchil khra	474	0
mchil mgo	474	0
mchil pa	474	0
mchil ma	474	0
mchil ma'i thal ba	474	0
mchil ma'i snod	474	0
mchil lud	474	0
mchil lham	474	0
mchis pa	474	0
mchis brang	475	1
mchis mal	475	0
mchu	475	0
mchu sde lnga	475	0
mchu ring	475	0
mchu rings	475	0
mchu las skyes	475	0
mche sder	475	0
mche ba	475	0
mche ba gcig pa	475	0
mche ba stong ldan	475	0
mche ba stobs ldan	475	0
mche ba drug ldan	475	0
mche ba ldad byed pa	475	0
mche ba'i sde	475	0
mche gtsigs pa	475	0
mched	476	1
mched pa	476	0
mched zla	476	0
mcher pa	476	0
mchel	476	0
mchog	476	0
mchog skyong	477	1
mchog gi rgyan	477	0
mchog gi rgyal mtshan	477	0
mchog gi lcug ma	477	0
mchog gi dang po'i sangs rgyas	477	0
mchog gi bdag	477	0
mchog gi bdud rtsi	477	0
mchog gi ma	477	0
mchog dga'	477	0
mchog nyal	477	0
mchog tu bkrabs	477	0
mchog tu 'gro ba	477	0
mchog tu rgyan pa	477	0
mchog tu tsha ba'i dpa' bo	477	0
mchog tu mdzes pa	477	0
mchog tu yid 'thad	477	0
mchog tu ring ba	477	0
mchog tu bsam pa	477	0
mchog bdag	477	0
mchog bde	477	0
mchog 'dod	477	0
mchog ldan	477	0
mchog sbyin	477	0
mchog sbyin phyag rgya	477	0
mchog sbyin ma	477	0
mchog sbyor ba	477	0
mchog zung	477	0
mchog 'od	477	0
mchog yas	477	0
mchog shes	477	0
mchog sems	477	0
mchog srid	477	0
mchog gsum	478	1
mchong	478	0
mchong ba	478	0
mchod kong	478	0
mchod khang	478	0
mchod khri	478	0
mchod lcog	478	0
mchod chas	478	0
mchod mchog	478	0
mchod brjod	478	0
mchod rten	478	0
mchod rten gyi 'khor sa	478	0
mchod rten byed	478	0
mchod rten shing	478	0
mchod stegs	479	1
mchod stod	479	0
mchod ston	479	0
mchod ldan	479	0
mchod ldan ma	479	0
mchod sdong	479	0
mchod sdong can	479	0
mchod sdong chen po	479	0
mchod gnas	479	0
mchod pa	479	0
mchod pa po	479	0
mchod pa'i sprin	479	0
mchod pa'i tshigs	479	0
mchod par byed	479	0
mchod par 'os pa	479	0
mchod phyir thogs	479	0
mchod bya	479	0
mchod byed	479	0
mchod 'bul	479	0
mchod sbyin	479	0
mchod sbyin gyi rig byed	480	1
mchod sbyin dgra bo	480	0
mchod sbyin can	480	0
mchod sbyin 'joms	480	0
mchod sbyin 'don ma	480	0
mchod sbyin gnas	480	0
mchod sbyin spo	480	0
mchod sbyin spyod	480	0
mchod sbyin phyugs	480	0
mchod sbyin byas	480	0
mchod sbyin byed du 'jug pa	480	0
mchod sbyin sbyar	480	0
mchod sbyin 'dzin	480	0
mchod sbyin lhag	480	0
mchod me	480	0
mchod tshig	480	0
mchod rdzas	480	0
mchod 'os	480	0
mchod 'os gnas	480	0
mchod yon	480	0
mchod g.yog	480	0
mchod ro	480	0
mchod shoms	480	0
mchor po	480	0
'chag	480	0
'chag can	480	0
'chag pa	481	1
'chag par byed	481	0
'chag sa	481	0
'chag sa'i bug pa	481	0
'chags pa	481	0
'chang ba	481	0
'chang zungs	481	0
'changs pa	481	0
'chad mkhas pa	481	0
'chad 'dod	481	0
'chad pa	482	1
'chab pa	482	0
'cham pa	482	0
'cham po	482	0
'cham dpon	482	0
'cham yig	482	0
'chams	482	0
'cha'	482	0
'cha' ba	482	0
'cha' rlom pa	482	0
'char	482	0
'char ka	482	0
'char skyems	482	0
'char ga	482	0
'char sgo	482	0
'char stengs pa	482	0
'char ba	483	1
'chal	483	0
'chal 'chol	483	0
'chal gtam	483	0
'chal pa	483	0
'chal ba	483	0
'chal mo	483	0
'chal tshig	483	0
'chi	483	0
'chi kha	483	0
'chi gu	483	0
'chi rtags	483	0
'chi ltas	483	0
'chi bdag	483	0
'chi nad	483	0
'chi 'pho	483	0
'chi 'pho ba	483	0
'chi 'pho med	483	0
'chi ba	484	1
'chi ba med	484	0
'chi ba las rgyal ba	484	0
'chi ba bslu ba	484	0
'chi med	484	0
'chi med dga' ba	484	0
'chi med rnga	484	0
'chi med chab	484	0
'chi med mchod yon	484	0
'chi med ljon shing	484	0
'chi med bdud rtsi	484	0
'chi med bu mo	484	0
'chi med dbang mo	484	0
'chi med mdzod	484	0
'chi med ril bu	484	0
'chi med seng ge	484	0
'chig pa	484	0
'ching bsgrigs	484	0
'ching nyen pa	484	0
'ching pa	484	0
'ching ba	484	0
'ching ba sbyin ma	484	0
'ching bar	484	0
'ching bu	484	0
'ching bu'i snod	484	0
'ching byed	484	0
'ching byed ma	484	0
'ching zab	484	0
'chib pa	485	1
'chims pa	485	0
'chims phug	485	0
'chir ba	485	0
'chil pa	485	0
'chu ba	485	0
'chug	485	0
'chug med	485	0
'chun	485	0
'chum pa	485	0
'chus pa	485	0
'che ba	485	0
'cheg pa	485	0
'chems pa	485	0
'cher pa	485	0
'chel ba	485	0
'ches pa	486	1
'chog thog	486	0
'chog pa	486	0
'chong ba	486	0
'chobs shig	486	0
'choms pa	486	0
'chor nyan	486	0
'chor po	486	0
'chor ba	486	0
'chol ba	486	0
'chol ma	486	0
'chos pa	486	0
ja	487	1
ja ko	487	0
ja dkrug	487	0
ja kha	487	0
ja khug	487	0
ja khra	487	0
ja rgyab	487	0
ja mchod	487	0
ja 'thag	487	0
ja dpon	487	0
ja phud	487	0
ja 'bing	487	0
ja sbyor	487	0
ja ma	487	0
ja tshags	487	0
ja ril	487	0
ja lag gnyis	487	0
ja lung	487	0
ja shing	487	0
ja sang	487	0
ja sigs	487	0
ja sun	487	0
ja sun can	487	0
ja ser	487	0
ja hong	487	0
jag	488	1
jag pa	488	0
jag dpon	488	0
jal	488	0
ji	488	0
ji skad	488	0
ji ga	488	0
ji snyam pa	488	0
ji snyed	488	0
ji lta	488	0
ji ltar	488	0
ji ste	488	0
ji nas	488	0
ji nus kyis	488	0
ji ma rung	488	0
ji tsam	488	0
ji tsug	489	1
ji zhig	489	0
ji bzhin	489	0
ji bzhin du	489	0
ji 'os	489	0
ji yod	489	0
ji srid	489	0
jing	489	0
ju	489	0
ju thig	489	0
ju po	489	0
ju ru ja	489	0
ju shes	489	0
jun wang	489	0
jub phab	489	0
jus	489	0
jus mkhas po	489	0
jus legs	489	0
je	489	0
je kha	489	0
je khyod	489	0
je dang po	489	0
je dbul ba	490	1
je zhig	490	0
je ring	490	0
jeng	490	0
jo	490	0
jo jo	490	0
jo nang	490	0
jo bo	490	0
jo bo rje	490	0
jo bo phying dkar ba	490	0
jo bo'i lugs kyi rta mgrin	490	0
jo mo	490	0
jo mo kha nag	490	0
jo mo gangs dkar	490	0
jo mo lha ri	490	0
jo rtsi	490	0
jo rtsi gser shog	490	0
jo rdzong	490	0
jo lugs sgrol dkar	490	0
mjal kha	491	1
mjal rten	491	0
mjal dar	491	0
mjal sna pa	491	0
mjal phyag	491	0
mjal ba	491	0
mjal mang	491	0
mjal zhu	491	0
mjing bsnol	491	0
mjing pa	491	0
mjings zab	491	0
mjug	491	0
mjug sgro	491	0
mjug sgro can	491	0
mjug bsngo ba	491	0
mjug bsngos	491	0
mjug do	491	0
mjug rdum	491	0
mjug phod can	491	0
mjug ma	491	0
mjug ring	491	0
mjug rings	491	0
mje	491	0
mjed pa	492	1
'jag skya	492	0
'jag gdan	492	0
'jag pa	492	0
'jag ma	492	0
'jags	492	0
'jags pa	492	0
'jags ring	492	0
'jang	492	0
'jang gyi rgyang mkhar	492	0
'jang ba	492	0
'jang tsha lha dbang	492	0
'jang so	492	0
'jangs zhabs	492	0
'jangs sa tham	492	0
'jan po	492	0
'jab gdan	492	0
'jab pa	492	0
'jab bu ba	492	0
'jab tse	492	0
'jab rtse kha	492	0
'jam klas	492	0
'jam mgon	492	0
'jam mgon chos kyi rgyal po	492	0
'jam mgon bla ma	492	0
'jam jus	492	0
'jam 'jam	492	0
'jam ljang 'dab ldan	492	0
'jam gnyen ma	492	0
'jam thabs	492	0
'jam pa	493	1
'jam pa'i rdo rje	493	0
'jam pa'i dbyangs	493	0
'jam pa'i rigs	493	0
'jam po	493	0
'jam por smra	493	0
'jam pos len	493	0
'jam dpal	493	0
'jam dpal gyi sangs rgyas kyi zhing gi yon tan bkod pa	493	0
'jam dpal grags	493	0
'jam dpal rgya mtsho	493	0
'jam dpal rnga sgra	493	0
'jam dpal snying po	494	1
'jam dpal gnas pa	494	0
'jam dpal gzhon nur gyur pa	494	0
'jam dpal bshes gnyen	494	0
'jam dbyangs	494	0
'jam dbyangs dkar po	494	0
'jam dbyangs smra seng	494	0
'jam 'bras	494	0
'jam 'bras dbye pa	494	0
'jam ma	494	0
'jam mo	494	0
'jam rtsi	494	0
'jam yas	494	0
'ja'	494	0
'ja' ba	494	0
'ja' ma	494	0
'ja' ris	494	0
'ja' sa	494	0
'jar ba	494	0
'jal kha	494	0
'jal ba	494	0
'jal bar byed	494	0
'jal byed	494	0
'jas pa	495	1
'ji ba	495	0
'jig rten	495	0
'jig rten khams	496	1
'jig rten khams kyi cha shas	496	0
'jig rten mkha' 'gro	496	0
'jig rten mkhyen pa	496	0
'jig rten gyi gtam	496	0
'jig rten gyi thad	496	0
'jig rten gyi bar	496	0
'jig rten gyi tshul	496	0
'jig rten mgon po	496	0
'jig rten 'jig pa	496	0
'jig rten thams cad la mngon par mi dga' ba'i 'du shes	496	0
'jig rten 'dul	496	0
'jig rten pa	496	0
'jig rten pha rol	496	0
'jig rten byed po	496	0
'jig rten dbang po	496	0
'jig rten dbang phyug	496	0
'jig rten mig	496	0
'jig rten mes po	496	0
'jig rten zla ba	496	0
'jig rten las 'das ma	496	0
'jig rten shing rta ma	496	0
'jig pa	497	1
'jig pa can	497	0
'jig pa'i bskal pa	497	0
'jig pa'i ngang can	497	0
'jig tshogs	497	0
'jig tshogs la lta ba	497	0
'jigs	497	0
'jigs skyobs	497	0
'jigs skrag	497	0
'jigs mkhan	497	0
'jigs bcas	498	0
'jigs bcas lam	498	0
'jigs chum pa	498	0
'jigs ster	498	0
'jigs sdang	498	0
'jigs sde	498	0
'jigs gnas	498	0
'jigs pa	498	0
'jigs pa can	498	0
'jigs pa bcu pa	498	0
'jigs pa med	498	0
'jigs pa sel byed	498	0
'jigs par 'gyur	498	0
'jigs byed skyes	498	0
'jigs byed bsdus pa	498	0
'jigs byed ma	498	0
'jigs rung	498	0
'jigs sa	498	0
'jigs sa che	498	0
'jigs su rung ba ma	498	0
'jing	498	0
'jing pa	498	0
'jings	498	0
'jib	498	0
'jib 'thung	498	0
'jib rtsi	499	0
'jim pa	499	0
'jim las pa	499	0
'jil na shan	499	0
'jil ba	499	0
'jil li	499	0
'ju ba	499	0
'jug	499	0
'jug 'khrun chod pa	499	0
'jug brgya pa	499	0
'jug ngogs	499	0
'jug ldog	499	0
'jug sdud	499	0
'jug pa	499	0
'jug pa gcig	499	0
'jug pa'i gnas	499	0
'jug par 'dod pa	499	0
'jug par byed pa	499	0
'jug bya	499	0
'jug rings	499	0
'jungs pa	500	0
'jud mthun ma	500	0
'jud pa	500	0
'jun 'gar	500	0
'jun pa	500	0
'jum khyad	500	0
'jum pa	501	1
'jur gegs	501	0
'jur gyis	501	0
'jur ba	501	0
'jur bu	501	0
'jus	501	0
'je	501	0
'jebs pa	501	0
'jem pa	501	0
'jer 'jigs	501	0
'jo mkhan	501	0
'jo ba	501	0
'jo ba mo	501	0
'jo ma	501	0
'jo sha	501	0
'jog pa	502	1
'jog po	502	0
'jog byed	502	0
'jong	502	0
'jong po	502	0
'jong tse	502	0
'jon dmar	502	0
'joms	502	0
'joms pa	502	0
'joms byed	502	0
'joms byed bu	502	0
'jor	502	0
'jol 'jol	502	0
'jol po	502	0
'jol ba	503	1
'jol mo	503	0
'jol le	503	0
rjang ma	503	0
rjid pa	503	0
rjib las	503	0
rjud pa	503	0
rje	503	0
rje khri sgra spungs can	503	0
rje dge 'dun grub	503	0
rje ngar	503	0
rje lcang skya rol pa'i rdo rje	503	0
rje nyid	503	0
rje thog rtsan	503	0
rje ba	503	0
rje bo	503	0
rje 'bangs	504	1
rje ma	504	0
rje mo	504	0
rje btsun	504	0
rje btsun dpal	504	0
rje btsun byams pa	504	0
rje btsun ma	504	0
rje btsun ma kA pa li tA ra	504	0
rje rigs	504	0
rje rin po che	504	0
rje sa	504	0
rjed ngas can	504	0
rjed chu	504	0
rjed tho	504	0
rjed rdo	504	0
rjed pa	504	0
rjed byang	504	0
rjed byed	504	0
rjed zas	504	0
rjen	504	0
rjen btags	504	0
rjen pa	505	1
rjen phye	505	0
rjen zas	505	0
rjen rigs	505	0
rje'u rigs	505	0
rjes	505	0
rjes khugs pa	505	0
rjes khrid	505	0
rjes dngos	505	0
rjes gcod	505	0
rjes gcod pa	505	0
rjes chags	505	0
rjes chags skye	505	0
rjes 'jug	505	0
rjes brjod	505	0
rjes snyegs pa	505	0
rjes thog	505	0
rjes thob pa	506	1
rjes mthun pa	506	0
rjes dran	506	0
rjes gnang	506	0
rjes pa	506	0
rjes dpag	506	0
rjes 'brang	506	0
rjes ma	506	0
rjes med	506	0
rjes 'dzin	506	0
rjes bzung	506	0
rjes shes	506	0
rjes su	506	0
rjes su skyes	506	0
rjes su khyod	506	0
rjes su bgrod	506	0
rjes su 'gugs pa	506	0
rjes su 'gro ba	506	0
rjes su sgrub pa	506	0
rjes su gcod	506	0
rjes su chags	506	0
rjes su 'jug pa	506	0
rjes su rtogs par bya	506	0
rjes su bstan pa	506	0
rjes su thos	506	0
rjes su mthun pa	506	0
rjes su dran pa	506	0
rjes su ldan	507	1
rjes su gnang ba	507	0
rjes su dpag	507	0
rjes su spyod pa	507	0
rjes su 'phrog pa	507	0
rjes su byed pa	507	0
rjes su 'byung ba	507	0
rjes su 'brang ba	507	0
rjes su 'brel ba	507	0
rjes su mi mthun pa	507	0
rjes su mi 'dzin pa	507	0
rjes su brtse ba	507	0
rjes su tshol ba	507	0
rjes su 'tsho	507	0
rjes su 'dzin pa	507	0
rjes su zhugs	507	0
rjes su yi rang ba	507	0
rjes su bshad pa	507	0
rjes su slob pa	507	0
rjod pa	507	0
ljag ma	509	0
ljag mo gling ga	509	0
ljags	509	1
ljags bsnyen pa	509	0
ljang	509	1
ljang bkra shis dgon pa	509	0
ljang skya	509	0
ljang khu	509	0
ljang khra	509	0
ljang gu	509	0
ljang ja	509	0
ljang dung	509	0
ljang nag	509	0
ljang pa	510	1
ljang bu	510	0
ljang ma	510	0
ljang mo	510	0
ljang dmar	510	0
ljang ser	510	0
ljan ljin	510	0
ljab	510	0
ljab ljab	510	0
lji	510	0
lji ting	510	0
lji ba	510	0
lji med	510	0
ljid can	510	0
ljid gnon	510	0
ljid pa	510	0
ljur	510	1
ljen pa	510	1
ljong dar	510	0
ljongs	510	1
ljongs gsum	510	0
ljon pa	511	1
ljon pa lung	511	0
ljon pa ser po	511	0
ljon shing	511	1
ljon shing rtsa chas	511	0
brjid	507	1
brjid can	507	0
brjid chags pa	507	0
brjid non	507	0
brjid pa	508	1
brjid pa'i 'gros	508	0
brje	508	1
brje ba	508	0
brje bo	508	0
brje mtshams	508	0
brjed	508	1
brjed ngas pa	508	0
brjed tho	508	0
brjed tho btags pa	508	0
brjed pa	508	0
brjed pa med pa	508	0
brjed sprod	508	0
brjed byed	508	0
brjed byed kyi gdon	508	0
brjed sbyang ba	508	0
brjes pa	508	0
brjod	508	1
brjod nyams tshig	508	0
brjod du med pa	508	0
brjod do	508	0
brjod bde ba	508	0
brjod 'dod	508	0
brjod pa yin	508	0
brjod par 'dod pa	508	0
brjod par bya ba	508	0
brjod bya	508	0
brjod bya can	508	0
brjod bya ldan	508	0
brjod bya bral	508	0
brjod bya'i rtags	508	0
brjod bya'i rab	508	0
brjod mi bde ba	508	0
brjod med	508	0
brjod bzang	508	0
brjod yas	508	0
nya	512	1
nya kyu	512	0
nya rkyal	512	0
nya skyogs	512	0
nya khra	512	0
nya khrab can	512	0
nya khrar	512	0
nya khri	512	0
nya ga	512	0
nya dgra dkar mo	512	0
nya rgya	512	0
nya rgyab	512	0
nya sgong	512	0
nya lcibs	512	0
nya lcibs kyi smin 'gyu	512	0
nya lcibs khog par smin pa	512	0
nya lcibs pa phog gnam skyes	512	0
nya nyi ma dga'	512	0
nya nyer	512	0
nya dol	513	1
nya dol pa	513	0
nya dos	513	0
nya phyis	513	0
nya bo	513	0
nya 'bigs	513	0
nya ma	513	0
nya ma pho mo rnams	513	0
nya mid chen po	513	0
nya mo	513	0
nya mo gangs	513	0
nya mo'i shul	513	0
nya tsher	513	0
nya zan	513	0
nya bzung ma	513	0
nya ra	513	0
nya ra nyo re	514	1
nya ri	514	0
nya gshog	514	0
nya sag	514	0
nya sog	514	0
nya lhog	514	0
nyag	514	0
nyag rkyang	514	0
nyag skyag	514	0
nyag gcig	514	0
nyag nyig	514	0
nyag nyug	514	0
nyag nyog	514	0
nyag thag	514	0
nyag mthil	514	0
nyag rdo	514	0
nyag pa	514	0
