# work_key	english	tibetan	raw_label	source	vinaya
S127	Methods Of Achieving Reconciliation	DBYEN ZLUM	Methods_Of_Achieving_Reconciliation--DBYEN_ZLUM	r6	0
S128		རྒྱུད།/སྣ་ཚོགས་ཡུམ།/རྗེས་གནང་།	རྒྱུད།/སྣ་ཚོགས་ཡུམ།/རྗེས་གནང་།	sungbum	0
S128	Rites For Granting Sacred Permission	RJES GNANG	Rites_For_Granting_Sacred_Permission--RJES_GNANG	r6	0
S129		ལམ་རིམ།/སྐྱབས་འགྲོ།	ལམ་རིམ།/སྐྱབས་འགྲོ།	sungbum	0
S129	Works On How To Go For Buddhist Refuge	SKYABS 'GRO	Works_On_How_To_Go_For_Buddhist_Refuge--SKYABS_'GRO	r6	0
S13		ཕར་ཕྱིན།/དགེ་འདུན་ཉི་ཤུ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/མཐའ་དཔྱོད།	ཕར་ཕྱིན།/དགེ་འདུན་ཉི་ཤུ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/མཐའ་དཔྱོད།	sungbum	0
S13	Perfection Of Wisdom	PHAR PHYIN	Perfection_Of_Wisdom--PHAR_PHYIN	r6	0
S130		ཉམས་ལེན།/ཡན་ལག་བདུན་པ།	ཉམས་ལེན།/ཡན་ལག་བདུན་པ།	sungbum	0
S130	Instructions For The Seven-Part Practice Of Meditation	YAN LAG BDUN	Instructions_For_The_Seven-Part_Practice_Of_Meditation--YAN_LAG_BDUN	r6	0
S13000		དབུ་མ།/དབུ་མ་ལ་འཇུག་པའི་འགྲེལ་པ།/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	དབུ་མ།/དབུ་མ་ལ་འཇུག་པའི་འགྲེལ་པ།/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S13003		ཉམས་ལེན།/གསོལ་འདེབས།	ཉམས་ལེན།/གསོལ་འདེབས།	sungbum	0
S131		ལམ་རིམ།/ལམ་རིམ་དམིགས་རིམ།	ལམ་རིམ།/ལམ་རིམ་དམིགས་རིམ།	sungbum	0
S131	Commentaries On The Practice	'GREL PA	Commentaries_On_The_Practice--'GREL_PA	r6	0
S132		ལམ་རིམ།/བློ་བཟང་ཞལ་ལུང་།	ལམ་རིམ།/བློ་བཟང་ཞལ་ལུང་།	sungbum	0
S132	Works On The Oral Tradition Of The Steps Of The Path	LAM RIM ZHAL SHES	Works_On_The_Oral_Tradition_Of_The_Steps_Of_The_Path--LAM_RIM_ZHAL_SHES	r6	0
S133		ལམ་རིམ།/ལྕང་སྐྱ་ལམ་རིམ་ཟིན་བྲིས།	ལམ་རིམ།/ལྕང་སྐྱ་ལམ་རིམ་ཟིན་བྲིས།	sungbum	0
S133	Works On Changkya Rinpoche's Notes On The Steps Of The Path	LCANG SKYA LAM RIM ZIN BRIS	Works_On_Changkya_Rinpoche's_Notes_On_The_Steps_Of_The_Path--LCANG_SKYA_LAM_RIM_ZIN_BRIS	r6	0
S134		རྣམ་ཐར།/བརྗོད་བྱའི་ཐོག/བློ་སྦྱོང་སྙན་བརྒྱུད།	རྣམ་ཐར།/བརྗོད་བྱའི་ཐོག/བློ་སྦྱོང་སྙན་བརྒྱུད།	sungbum	0
S135		བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	sungbum	0
S135	Works On The Good-Heart Teaching In Eight Verses	BLO SBYONG TSIG BRGYAD MA	Works_On_The_Good-Heart_Teaching_In_Eight_Verses--BLO_SBYONG_TSIG_BRGYAD_MA	r6	0
S136		ལམ་རིམ།/ཞི་གནས།	ལམ་རིམ།/ཞི་གནས།	sungbum	0
S136	Explanations Of Meditative Quietude And Special Insight From Books On The Steps Of The Path	ZHI GNAS LHAG MTHONG BSGOM TSUL	Explanations_Of_Meditative_Quietude_And_Special_Insight_From_Books_On_The_Steps_Of_The_Path--ZHI_GNAS_LHAG_MTHONG_BSGOM_TSUL	r6	0
S137		དབུ་མ།/ལྟ་ཁྲིད།	དབུ་མ།/ལྟ་ཁྲིད།	sungbum	0
S137	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S138		དབུ་མ།/ལྟ་ཁྲིད།	དབུ་མ།/ལྟ་ཁྲིད།	sungbum	0
S138	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S139		དབུ་མ།/ཕྱག་རྒྱ་ཆེན་པོ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	དབུ་མ།/ཕྱག་རྒྱ་ཆེན་པོ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	sungbum	0
S139	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S14		ཕར་ཕྱིན།/རྟེན་འབྲེལ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/སྤྱི་དོན།	ཕར་ཕྱིན།/རྟེན་འབྲེལ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/སྤྱི་དོན།	sungbum	0
S14	Perfection Of Wisdom	PHAR PHYIN	Perfection_Of_Wisdom--PHAR_PHYIN	r6	0
S140		རྒྱུད།/སྤྱི།/གཅོད།	རྒྱུད།/སྤྱི།/གཅོད།	sungbum	0
S140	Practices For Terminating Negativities	GCOD	Practices_For_Terminating_Negativities--GCOD	r6	0
S141		རྒྱུད།/འོད་དཔག་མེད།/ཞིང་མཆོག་སྒོ་འབྱེད།	རྒྱུད།/འོད་དཔག་མེད།/ཞིང་མཆོག་སྒོ་འབྱེད།	sungbum	0
S141	Descriptions Of Enlightened Paradises	ZHING KHAMS	Descriptions_Of_Enlightened_Paradises--ZHING_KHAMS	r6	0
S142		རྒྱུད།/འོད་དཔག་མེད།/ཞིང་མཆོག་སྒོ་འབྱེད།	རྒྱུད།/འོད་དཔག་མེད།/ཞིང་མཆོག་སྒོ་འབྱེད།	sungbum	0
S142	Descriptions Of Enlightened Paradises	ZHING KHAMS	Descriptions_Of_Enlightened_Paradises--ZHING_KHAMS	r6	0
S143		དབུ་མ།/ལྟ་ཁྲིད།	དབུ་མ།/ལྟ་ཁྲིད།	sungbum	0
S143	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S144		བློ་སྦྱོང་།/བློ་སྦྱོང་སྙིང་པོ་བསྡུས་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་སྙིང་པོ་བསྡུས་པ།	sungbum	0
S144	Works On The Essence Of The Good Heart	BLO SBYONG SNYING BSDUS	Works_On_The_Essence_Of_The_Good_Heart--BLO_SBYONG_SNYING_BSDUS	r6	0
S145		དབུ་མ།/ཕྱག་རྒྱ་ཆེན་པོ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	དབུ་མ།/ཕྱག་རྒྱ་ཆེན་པོ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	sungbum	0
S145	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S146		ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	sungbum	0
S146	Lama Practices	BLA MA'I RNAL 'BYOR	Lama_Practices--BLA_MA'I_RNAL_'BYOR	r6	0
S147		བསྟོད་པ།/ཤཱཀྱ་ཐུབ་པ།/སྐབས་གསུམ་མ།/འགྲེལ་པ།	བསྟོད་པ།/ཤཱཀྱ་ཐུབ་པ།/སྐབས་གསུམ་མ།/འགྲེལ་པ།	sungbum	0
S147	Words Of Praise	BSTOD PA	Words_Of_Praise--BSTOD_PA	r6	0
S148		ཉམས་ལེན།/སྨོན་ལམ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	ཉམས་ལེན།/སྨོན་ལམ།/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	sungbum	0
S148	Methods Of Prayer	SMON LAM	Methods_Of_Prayer--SMON_LAM	r6	0
S149		དབུ་མ།/རྟེན་འབྲེལ།/རྟེན་འབྲེལ་སྙིང་པོ།	དབུ་མ།/རྟེན་འབྲེལ།/རྟེན་འབྲེལ་སྙིང་པོ།	sungbum	0
S149	Middle-Way Philosophy	DBU MA	Middle-Way_Philosophy--DBU_MA	r6	0
S15		ཕར་ཕྱིན།/རྟེན་འབྲེལ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/མཐའ་དཔྱོད།	ཕར་ཕྱིན།/རྟེན་འབྲེལ།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/མཐའ་དཔྱོད།	sungbum	0
S15	Perfection Of Wisdom	PHAR PHYIN	Perfection_Of_Wisdom--PHAR_PHYIN	r6	0
S150		རྣམ་ཐར།/མཚན་ཐོག/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	རྣམ་ཐར།/མཚན་ཐོག/ལྕང་སྐྱ་ངག་དབང་བློ་བཟང་ཆོས་ལྡན།	sungbum	0
S150	Changkya Ngawang Lobsang Chunden	LCANG SKYA NGAG DBANG BLO BZANG CHOS LDAN	Changkya_Ngawang_Lobsang_Chunden--LCANG_SKYA_NGAG_DBANG_BLO_BZANG_CHOS_LDAN	r6	0
S151		འདུལ་བ།/དགེ་སློང་།	འདུལ་བ།/དགེ་སློང་།	sungbum	0
S151	Instructions For Full Monks And Nuns	DGE SLONG	Instructions_For_Full_Monks_And_Nuns--DGE_SLONG	r6	0
S152		རྒྱུད།/ཀྲི་ཡ།/དབང་།	རྒྱུད།/ཀྲི་ཡ།/དབང་།	sungbum	0
S152	Methods Of Granting Empowerment Into Secret Practice	DBANG	Methods_Of_Granting_Empowerment_Into_Secret_Practice--DBANG	r6	0
S153		རྒྱུད།/ཀྲི་ཡ།/དབང་།	རྒྱུད།/ཀྲི་ཡ།/དབང་།	sungbum	0
S153	Methods Of Granting Empowerment Into Secret Practice	DBANG	Methods_Of_Granting_Empowerment_Into_Secret_Practice--DBANG	r6	0
S154		རྒྱུད།/ཀྲི་ཡ།/དབང་།	རྒྱུད།/ཀྲི་ཡ།/དབང་།	sungbum	0
S154	Methods Of Granting Empowerment Into Secret Practice	DBANG	Methods_Of_Granting_Empowerment_Into_Secret_Practice--DBANG	r6	0
S155		རྒྱུད།/གསང་འདུས།/བླ་བརྒྱུད།	རྒྱུད།/གསང་འདུས།/བླ་བརྒྱུད།	sungbum	0
S155	Lineages Of The Lamas Who Have Passed On The Teaching	BLA MA'I BRGYUD	Lineages_Of_The_Lamas_Who_Have_Passed_On_The_Teaching--BLA_MA'I_BRGYUD	r6	0
S156		རྒྱུད།/གསང་འདུས།/སྒྲུབ་ཐབས།	རྒྱུད།/གསང་འདུས།/སྒྲུབ་ཐབས།	sungbum	0
S156	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S157		རྒྱུད།/གསང་འདུས།/དཀྱིལ་འཁོར།	རྒྱུད།/གསང་འདུས།/དཀྱིལ་འཁོར།	sungbum	0
S157	Instructions Concerning The Secret World	DKYIL 'KHOR	Instructions_Concerning_The_Secret_World--DKYIL_'KHOR	r6	0
S158		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/སྒྲུབ་ཐབས།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/སྒྲུབ་ཐབས།	sungbum	0
S158	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S159		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/མཆོད་པ།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/མཆོད་པ།	sungbum	0
S159	Methods Of Performing Spiritual Offerings	MCHOD PA	Methods_Of_Performing_Spiritual_Offerings--MCHOD_PA	r6	0
S16		ཕར་ཕྱིན།/བསམ་གཟུགས།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/སྤྱི་དོན།	ཕར་ཕྱིན།/བསམ་གཟུགས།/མཁས་གྲུབ་བསྟན་པ་དར་རྒྱས།/སྤྱི་དོན།	sungbum	0
S16	Perfection Of Wisdom	PHAR PHYIN	Perfection_Of_Wisdom--PHAR_PHYIN	r6	0
S160		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	sungbum	0
S160	Instructions For The Practice Of The Secret World Of The Body	LUS DKYIL	Instructions_For_The_Practice_Of_The_Secret_World_Of_The_Body--LUS_DKYIL	r6	0
S161		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	sungbum	0
S161	Instructions For The Practice Of The Secret World Of The Body	LUS DKYIL	Instructions_For_The_Practice_Of_The_Secret_World_Of_The_Body--LUS_DKYIL	r6	0
S162		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ལུས་དཀྱིལ།	sungbum	0
S162	Instructions For The Practice Of The Secret World Of The Body	LUS DKYIL	Instructions_For_The_Practice_Of_The_Secret_World_Of_The_Body--LUS_DKYIL	r6	0
S163		རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	sungbum	0
S163	Instructions For The Practice Of The Secret World Of The Body	LUS DKYIL	Instructions_For_The_Practice_Of_The_Secret_World_Of_The_Body--LUS_DKYIL	r6	0
S164		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/བླ་བརྒྱུད།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/བླ་བརྒྱུད།	sungbum	0
S164	Lineages Of The Lamas Who Have Passed On The Teaching	BLA MA'I BRGYUD	Lineages_Of_The_Lamas_Who_Have_Passed_On_The_Teaching--BLA_MA'I_BRGYUD	r6	0
S165		རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ཧླ་ལྔ།	རྒྱུད།/འཁོར་ལོ་སྡོམ་པ།/ཧླ་ལྔ།	sungbum	0
S165	Instructions For Practices Of The Five Angels	LHA LNGA	Instructions_For_Practices_Of_The_Five_Angels--LHA_LNGA	r6	0
S166		རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	sungbum	0
S166	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S167		རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	sungbum	0
S167	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S168		རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	རྒྱུད།/འཇིགས་བྱེད།/སྒྲུབ་ཐབས།	sungbum	0
S168	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S169		རྒྱུད།/འཇིགས་བྱེད།/མངོན་རྟོགས།	རྒྱུད།/འཇིགས་བྱེད།/མངོན་རྟོགས།	sungbum	0
S169	Methods For The Practice Of Realization	MNGON RTOGS	Methods_For_The_Practice_Of_Realization--MNGON_RTOGS	r6	0
